title,img_src,link,author,publisher,price
시어니 트윌과 종이 심장(시어니 트윌과 마법 시리즈 1),https://bookthumb-phinf.pstatic.net/cover/163/293/16329377.jpg?type=m1&udate=Fri Apr 24 02:45:58 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329377, 찰리 N. 홈버그,이덴슬리벨,"13,950원(-10%)"
우리가 빚의 속도로 갈 수 없다면(티트라 에디션)(한정판),https://bookthumb-phinf.pstatic.net/cover/163/306/16330688.jpg?type=m1&udate=Fri Apr 24 02:45:58 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330688, 김초엽,허블,"15,700원(-37%)"
신이 축복한 남자. 7,https://bookthumb-phinf.pstatic.net/cover/163/392/16339239.jpg?type=m1&udate=Fri Apr 24 02:45:58 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339239, 정한담,로크미디어,"7,200원(-10%)"
중국 재벌 6,https://bookthumb-phinf.pstatic.net/cover/163/387/16338757.jpg?type=m1&udate=Fri Apr 24 02:45:58 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338757, 팬텀에릭,파피루스(디앤씨미디어),"7,200원(-10%)"
후가는 유가,https://bookthumb-phinf.pstatic.net/cover/163/288/16328843.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16328843, 이사카 고타로,현대문학,"12,420원(-10%)"
깊이에의 강요,https://bookthumb-phinf.pstatic.net/cover/163/295/16329559.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329559, 파트리크 쥐스킨트,열린책들,"11,520원(-10%)"
우리는 자라고 있다(낮은산 청소년문학 키큰나무 19),https://bookthumb-phinf.pstatic.net/cover/163/307/16330716.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330716, 윤해연,낮은산,"9,900원(-10%)"
토마스 만 단편 전집. 1(부클래식 82),https://bookthumb-phinf.pstatic.net/cover/163/252/16325219.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16325219, 토마스 만,부북스,"10,800원(-10%)"
승부,https://bookthumb-phinf.pstatic.net/cover/163/296/16329603.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329603, 파트리크 쥐스킨트,열린책들,"11,520원(-10%)"
404 이름을 찾을 수 없습니다,https://bookthumb-phinf.pstatic.net/cover/163/318/16331821.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331821, 무명,율도국,"13,500원(-10%)"
은퇴 좀 해라 3,https://bookthumb-phinf.pstatic.net/cover/163/387/16338750.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338750, 생착률95,동아,"7,200원(-10%)"
사랑,https://bookthumb-phinf.pstatic.net/cover/163/295/16329599.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329599, 파트리크 쥐스킨트,열린책들,"13,320원(-10%)"
나스타샤(개정판)(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/181/16318146.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16318146, 조지수,북핀,"15,300원(-10%)"
"청룡, 춘풍유희 1",https://bookthumb-phinf.pstatic.net/cover/163/308/16330845.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330845, 혁명,어울림출판사,"7,200원(-10%)"
곤륜패선 5,https://bookthumb-phinf.pstatic.net/cover/163/387/16338755.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338755, 윤시현,위시북스,"7,200원(-10%)"
일주일 만에 사랑할 순 없다(김동식 소설집 8),https://bookthumb-phinf.pstatic.net/cover/162/936/16293677.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16293677, 김동식,요다,"11,700원(-10%)"
향수,https://bookthumb-phinf.pstatic.net/cover/163/296/16329605.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329605, 파트리크 쥐스킨트,열린책들,"13,320원(-10%)"
까떼드랄 주점에서의 대화 1,https://bookthumb-phinf.pstatic.net/cover/163/318/16331855.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331855, 마리오 바르가스 요사,창비,"16,200원(-10%)"
9클래스 소드 마스터 11,https://bookthumb-phinf.pstatic.net/cover/163/387/16338751.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338751, 이형석,위시북스,"7,200원(-10%)"
무등산에 묻다,https://bookthumb-phinf.pstatic.net/cover/163/233/16323309.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16323309, 이주숙,지식과감성,"10,800원(-10%)"
박사다요시의 귀향,https://bookthumb-phinf.pstatic.net/cover/163/399/16339981.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339981, 김옥주,북코리아,"12,600원(-10%)"
거울 나라의 앨리스(더디 세계문학 15),https://bookthumb-phinf.pstatic.net/cover/163/318/16331853.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331853, 루이스 캐럴,더디퍼런스,"7,920원(-10%)"
1레벨 플레이어 16,https://bookthumb-phinf.pstatic.net/cover/163/297/16329742.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329742, 송치현,로크미디어,"7,200원(-10%)"
조선의 수학자 홍정하,https://bookthumb-phinf.pstatic.net/cover/163/293/16329317.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329317, 이창숙,궁리,"13,500원(-10%)"
피할 수 없는 거짓말,https://bookthumb-phinf.pstatic.net/cover/163/242/16324229.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324229, 크리스티나 올손,북레시피,"14,400원(-10%)"
황룡의 비상. 12,https://bookthumb-phinf.pstatic.net/cover/163/382/16338269.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338269, 이윤규,로크미디어,"7,200원(-10%)"
이상한 나라의 앨리스,https://bookthumb-phinf.pstatic.net/cover/163/263/16326356.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326356, 루이스 캐럴,알에이치코리아(RHK),"12,600원(-10%)"
죄와 벌 1,https://bookthumb-phinf.pstatic.net/cover/163/314/16331493.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331493, 표도르 도스토예프스키,살림,"9,900원(-10%)"
헌터하는 마왕님 8,https://bookthumb-phinf.pstatic.net/cover/163/385/16338515.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338515, 방탄유리,파피루스,"7,200원(-10%)"
R.U.R.,https://bookthumb-phinf.pstatic.net/cover/163/308/16330841.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330841, 카렐 차페크,이음,"10,800원(-10%)"
죄와 벌 2,https://bookthumb-phinf.pstatic.net/cover/163/314/16331494.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331494, 표도르 도스토예프스키,살림,"9,900원(-10%)"
다시쓰는 필모 그래피,https://bookthumb-phinf.pstatic.net/cover/163/385/16338532.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338532, 윤준모,파피루스,"7,200원(-10%)"
'베아트릭스 포터'의 피터 래빗 동화 선집 - 영어동화 쓰기 (영어원서)  : The Complete Works of Peter Ra,https://bookthumb-phinf.pstatic.net/cover/163/318/16331804.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331804, 베아트릭스 포터 (Beatrix Potter),부크크(Bookk),"17,400원"
재벌의 탄생 4,https://bookthumb-phinf.pstatic.net/cover/163/303/16330360.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330360, 텀블러,영상출판미디어(영상노트),"7,200원(-10%)"
동물농장(양장),https://bookthumb-phinf.pstatic.net/cover/163/297/16329769.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329769, 조지 오웰,아름다운날,"9,720원(-10%)"
레전드급 낙오자 4,https://bookthumb-phinf.pstatic.net/cover/163/315/16331537.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16331537, 홍성은,청어람,"7,200원(-10%)"
지구 행성에서 너와 내가,https://bookthumb-phinf.pstatic.net/cover/163/208/16320861.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16320861, 김민경,사계절,"10,800원(-10%)"
고생했으니 쉬렵니다 5,https://bookthumb-phinf.pstatic.net/cover/163/303/16330361.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330361, 전정현,영상출판미디어(영상노트),"7,200원(-10%)"
게임 폐인의 리셋 라이프,https://bookthumb-phinf.pstatic.net/cover/163/385/16338517.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338517, 한길,파피루스,"7,200원(-10%)"
공화국,https://bookthumb-phinf.pstatic.net/cover/163/288/16328844.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16328844, 요스트 더프리스,현대문학,"13,500원(-10%)"
원산에서 철원까지,https://bookthumb-phinf.pstatic.net/cover/163/394/16339466.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339466, 장해성,예옥,"18,000원(-10%)"
헌터 레볼루션 11,https://bookthumb-phinf.pstatic.net/cover/163/304/16330435.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330435, 정사부,뿔미디어,"7,200원(-10%)"
신을 기다리고 있어,https://bookthumb-phinf.pstatic.net/cover/163/293/16329326.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329326, 하타노 도모미,문학동네,"12,420원(-10%)"
나는 될 놈이다 13,https://bookthumb-phinf.pstatic.net/cover/163/308/16330816.jpg?type=m1&udate=Fri Apr 24 02:45:59 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330816, 글쓰는기계,위시북스,"7,200원(-10%)"
